workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,race
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,Iran,White
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,25,United-States,White
Private,HS-grad,9,Never-married,Other-service,Unmarried,0,0,52,United-States,Black
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,40,United-States,Black
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,0,0,50,United-States,White
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,20,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,75,United-States,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,35,Taiwan,Asian-Pac-Islander
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Private,12th,8,Never-married,Adm-clerical,Own-child,0,0,12,United-States,White
Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,White
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,Black
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,0,0,30,United-States,White
State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,20,United-States,White
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
Local-gov,7th-8th,4,Divorced,Other-service,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,60,United-States,White
Private,11th,7,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,20,United-States,White
Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,1887,60,United-States,White
Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,35,United-States,White
Private,Assoc-acdm,12,Never-married,Tech-support,Own-child,0,0,40,United-States,White
Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,0,0,40,Cuba,White
State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,80,United-States,White
Private,Assoc-voc,11,Separated,Prof-specialty,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,25,United-States,White
Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,45,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,35,Canada,White
Private,11th,7,Never-married,Handlers-cleaners,Own-child,0,0,12,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,4064,0,40,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,White
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,42,United-States,White
Local-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,0,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,Other
Private,Bachelors,13,Never-married,Other-service,Own-child,0,0,20,United-States,White
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,43,Mexico,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Private,11th,7,Never-married,Other-service,Own-child,0,0,20,Scotland,White
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,15,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,30,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,1902,40,United-States,White
State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,12,United-States,White
Private,9th,5,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,White
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Other-relative,0,0,40,United-States,White
Private,9th,5,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,38,United-States,White
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,White
Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,0,0,40,United-States,White
Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Mexico,White
Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,0,0,43,United-States,White
State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,0,55,United-States,White
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,0,0,43,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,50,United-States,White
Self-emp-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,20,United-States,White
Private,9th,5,Separated,Handlers-cleaners,Other-relative,0,0,40,El-Salvador,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,32,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,60,United-States,White
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,55,United-States,Other
Private,Masters,14,Widowed,Prof-specialty,Not-in-family,0,0,10,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,8,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,5013,0,40,United-States,White
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,1740,25,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,45,United-States,White
Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,0,0,55,United-States,White
Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Poland,White
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,45,United-States,White
Federal-gov,Masters,14,Divorced,Adm-clerical,Not-in-family,0,2001,60,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,55,United-States,White
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,20,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,20,United-States,Black
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,0,0,30,United-States,White
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,56,United-States,White
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,0,0,30,Mexico,White
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,48,United-States,White
Private,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,White
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,0,0,40,South,Asian-Pac-Islander
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,Cuba,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,White
Private,11th,7,Divorced,Handlers-cleaners,Other-relative,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,12th,8,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,Masters,14,Divorced,Prof-specialty,Unmarried,0,0,50,United-States,White
Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,30,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,24,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,2580,0,40,United-States,White
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Black
Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,0,0,53,United-States,White
Private,Bachelors,13,Never-married,Other-service,Own-child,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,30,United-States,White
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,30,United-States,White
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,35,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,White
Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,Black
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,0,2042,40,United-States,White
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,20,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,48,United-States,Amer-Indian-Eskimo
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,White
Local-gov,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Local-gov,5th-6th,3,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,0,0,70,United-States,White
Private,10th,6,Never-married,Sales,Own-child,0,0,20,United-States,White
Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,60,United-States,White
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,35,United-States,Black
Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,20051,0,60,United-States,White
Private,HS-grad,9,Never-married,Protective-serv,Other-relative,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,35,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,Black
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,99,United-States,White
Private,Masters,14,Separated,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,50,United-States,Black
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,20,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,0,0,40,Puerto-Rico,White
State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,White
Private,Bachelors,13,Divorced,Tech-support,Unmarried,7430,0,40,Germany,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,12,United-States,White
Private,12th,8,Divorced,Other-service,Unmarried,0,0,21,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,55,United-States,White
Private,Bachelors,13,Widowed,Adm-clerical,Not-in-family,0,0,25,United-States,White
State-gov,Assoc-voc,11,Never-married,Tech-support,Not-in-family,0,1590,64,United-States,White
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,10,Vietnam,Asian-Pac-Islander
Private,11th,7,Never-married,Other-service,Own-child,0,0,25,United-States,White
Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Own-child,0,2231,40,United-States,White
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,45,United-States,White
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,28,United-States,Other
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,60,United-States,White
Local-gov,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,Black
Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,0,0,40,United-States,White
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,60,United-States,Black
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,33,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,0,1579,40,United-States,White
Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,0,0,40,United-States,White
Private,Assoc-voc,11,Never-married,Other-service,Own-child,0,0,30,United-States,White
Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,Vietnam,Asian-Pac-Islander
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,30,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,1844,70,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,43,United-States,White
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,1740,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,Amer-Indian-Eskimo
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,20,United-States,White
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,63,United-States,White
State-gov,Some-college,10,Divorced,Other-service,Unmarried,0,0,40,United-States,Black
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,40,South,Asian-Pac-Islander
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,1977,45,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,0,0,40,United-States,White
State-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,0,0,36,United-States,White
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Private,Bachelors,13,Divorced,Sales,Not-in-family,13550,0,43,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,42,United-States,White
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,White
Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,2354,0,99,United-States,White
State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Black
Private,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,0,0,30,China,Asian-Pac-Islander
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,White
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,7688,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,HS-grad,9,Divorced,Adm-clerical,Own-child,0,0,40,United-States,White
Private,5th-6th,3,Married-civ-spouse,Craft-repair,Wife,0,0,45,Italy,White
Private,12th,8,Married-civ-spouse,Craft-repair,Wife,0,0,50,United-States,White
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Black
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,0,0,50,United-States,White
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,32,United-States,White
Private,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,60,United-States,Asian-Pac-Islander
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,White
Private,11th,7,Separated,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,16,El-Salvador,White
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,0,0,45,United-States,White
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,12,United-States,White
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,55,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Sales,Not-in-family,0,0,40,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,7298,0,55,United-States,White
Private,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,0,0,40,Columbia,White
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,3325,0,45,United-States,Amer-Indian-Eskimo
Self-emp-inc,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,0,0,60,United-States,White
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,Amer-Indian-Eskimo
Private,Some-college,10,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,White
Self-emp-inc,Some-college,10,Divorced,Other-service,Unmarried,0,0,80,United-States,White
Private,HS-grad,9,Never-married,Prof-specialty,Own-child,0,0,40,United-States,White
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,White
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,White
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,65,United-States,White
Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,35,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,38,United-States,White
Private,Some-college,10,Never-married,Other-service,Own-child,0,0,10,United-States,White
State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,25,United-States,White
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,20,United-States,White
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7688,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,15024,0,18,United-States,White
Self-emp-not-inc,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,0,0,40,United-States,Amer-Indian-Eskimo
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,White
Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,0,0,32,United-States,White
Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,0,0,50,United-States,White
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,White
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,White
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,80,United-States,White
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,0,0,45,United-States,White
Private,HS-grad,9,Never-married,Protective-serv,Own-child,0,0,40,Japan,White
Private,HS-grad,9,Never-married,Sales,Not-in-family,4416,0,42,United-States,White
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,15024,0,75,United-States,White
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,45,United-States,White
Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,White
Private,Bachelors,13,Divorced,Other-service,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,35,United-States,White
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,White
Private,Masters,14,Divorced,Prof-specialty,Other-relative,0,0,40,United-States,Black
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,0,0,40,Mexico,White
Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,2977,0,40,United-States,Black
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Black
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,0,25,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,80,United-States,White
Private,11th,7,Never-married,Sales,Own-child,0,0,10,United-States,White
State-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,White
Private,1st-4th,2,Never-married,Other-service,Own-child,0,0,35,Dominican-Republic,Other
Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,0,0,16,United-States,White
Private,Some-college,10,Never-married,Sales,Own-child,0,0,25,United-States,White
Private,HS-grad,9,Divorced,Sales,Not-in-family,0,0,40,England,White
Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,White
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,12,United-States,White
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,30,United-States,White
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,White
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,White
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,Asian-Pac-Islander
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,40,United-States,Black
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,72,United-States,White
Private,Assoc-acdm,12,Never-married,Craft-repair,Unmarried,0,0,40,United-States,White
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,White
Private,10th,6,Never-married,Craft-repair,Other-relative,0,0,40,United-States,White
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,Philippines,Asian-Pac-Islander
Private,5th-6th,3,Separated,Other-service,Unmarried,0,0,40,United-States,White
Local-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,0,0,39,United-States,White
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,40,United-States,Black
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,White
State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,8614,0,60,United-States,White
Private,HS-grad,9,Divorced,Sales,Unmarried,0,0,30,United-States,White
Private,Some-college,10,Separated,Other-service,Unmarried,0,0,75,United-States,White
Private,Bachelors,13,Never-married,Other-service,Own-child,0,0,40,United-States,White
Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,Black
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,60,United-States,White
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,38,United-States,White
Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,White
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,White
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,White
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,White
Local-gov,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,0,0,56,United-States,White
Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,White
Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,60,United-States,Black
Private,Some-college,10,Married-civ-spouse,Sales,Husband,7298,0,40,United-States,White
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,White
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,White
Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,0,0,40,United-States,Black
