workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,age
Private,HS-grad,9,Divorced,Other-service,Unmarried,0,0,36,United-States,36
Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,0,0,46,United-States,21
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,54
Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,0,0,40,United-States,43
Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,35
Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,31
Private,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,0,0,40,India,46
Private,HS-grad,9,Separated,Sales,Not-in-family,0,0,40,United-States,46
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,56
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,21
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,51
State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,0,0,20,United-States,47
Private,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,0,0,40,Puerto-Rico,42
Private,Some-college,10,Never-married,Sales,Own-child,0,0,30,United-States,19
Private,Bachelors,13,Never-married,Craft-repair,Own-child,0,0,40,United-States,25
Private,Masters,14,Married-civ-spouse,Tech-support,Husband,0,0,60,United-States,37
Private,12th,8,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,35
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,40
Self-emp-not-inc,11th,7,Married-civ-spouse,Sales,Husband,0,0,15,United-States,57
Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,50,United-States,38
Private,10th,6,Divorced,Sales,Not-in-family,0,0,38,United-States,48
Private,Some-college,10,Divorced,Other-service,Not-in-family,0,0,34,United-States,34
Federal-gov,Some-college,10,Divorced,Transport-moving,Not-in-family,0,0,40,United-States,46
State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,0,0,50,United-States,45
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,32
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,0,48,United-States,35
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,8614,0,39,United-States,62
Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,50
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,40,United-States,25
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,33,United-States,41
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,27,United-States,35
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,41,United-States,33
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,1902,40,United-States,38
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,37
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,56
Private,7th-8th,4,Never-married,Craft-repair,Own-child,0,1602,32,United-States,19
Private,9th,5,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,31
Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,0,0,35,Puerto-Rico,33
Private,1st-4th,2,Divorced,Other-service,Not-in-family,0,0,40,United-States,72
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,54
Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,30
Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,51
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,1848,50,United-States,30
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,30
Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,16,United-States,32
Private,Some-college,10,Never-married,Sales,Not-in-family,0,0,50,United-States,30
Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,35
Private,Some-college,10,Divorced,Adm-clerical,Own-child,0,0,44,United-States,40
State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,38
Private,10th,6,Never-married,Other-service,Other-relative,0,0,30,United-States,19
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,44,United-States,32
Private,Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,0,0,40,United-States,49
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,60
Private,9th,5,Married-civ-spouse,Sales,Husband,0,0,40,United-States,60
Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,0,0,80,United-States,55
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,24
Private,Masters,14,Married-civ-spouse,Sales,Husband,7298,0,60,United-States,53
State-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,0,810,38,United-States,69
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,41
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,32
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,45
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,59
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,35,United-States,31
Private,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,37,United-States,40
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,44
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,60,United-States,63
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,15024,0,56,United-States,31
Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,0,0,20,United-States,51
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Philippines,51
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,23
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,49
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,2885,0,45,United-States,56
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,39
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,50,United-States,39
Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,0,0,40,United-States,30
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,Germany,43
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,0,0,50,United-States,31
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,44
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,30,United-States,43
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,46,United-States,41
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,43
State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,47
Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,2824,45,United-States,38
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,46
State-gov,Some-college,10,Never-married,Other-service,Own-child,0,0,40,United-States,19
Private,5th-6th,3,Never-married,Other-service,Not-in-family,0,0,50,Guatemala,19
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,45,United-States,24
Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,0,65,United-States,39
Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,0,0,30,United-States,37
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,0,0,40,United-States,40
Private,Assoc-acdm,12,Never-married,Sales,Own-child,0,0,40,United-States,27
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,22
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,12,United-States,21
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,32
Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,0,0,40,United-States,20
Private,Masters,14,Divorced,Transport-moving,Not-in-family,14344,0,48,United-States,45
Local-gov,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,46
Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,0,0,45,United-States,46
Private,Some-college,10,Never-married,Protective-serv,Not-in-family,0,0,44,United-States,26
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,0,0,60,United-States,47
Private,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,10,United-States,22
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,34
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,0,0,40,Portugal,49
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,20
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45,United-States,28
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,30
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,23
Private,9th,5,Never-married,Priv-house-serv,Own-child,0,0,40,Mexico,20
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,0,0,55,Mexico,31
Private,1st-4th,2,Never-married,Machine-op-inspct,Own-child,0,0,40,Puerto-Rico,46
Private,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,40,United-States,42
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,60
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,30
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,48,United-States,27
Private,9th,5,Never-married,Sales,Own-child,0,0,32,United-States,20
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,40,United-States,56
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,41
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,61
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,0,40,United-States,47
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,2228,0,37,United-States,60
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,33
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,Canada,48
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,56
Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,3103,0,55,United-States,50
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,57
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,20
Private,Assoc-voc,11,Divorced,Tech-support,Other-relative,0,0,36,United-States,46
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,21
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,37
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,42
Private,HS-grad,9,Never-married,Other-service,Own-child,0,0,30,United-States,20
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,1977,50,United-States,54
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,4064,0,22,United-States,32
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,50
Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,49
Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,48
Private,Some-college,10,Never-married,Sales,Other-relative,0,0,40,United-States,24
Private,Masters,14,Married-civ-spouse,Tech-support,Husband,0,0,40,Philippines,46
Private,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,42
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,52
Local-gov,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,58
Private,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,40,United-States,37
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,34
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,2051,40,United-States,26
Private,Some-college,10,Never-married,Adm-clerical,Other-relative,0,0,20,United-States,18
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,33
Private,Some-college,10,Divorced,Sales,Not-in-family,0,0,15,United-States,41
Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,0,0,20,United-States,21
Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,0,0,40,United-States,23
Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,0,0,40,United-States,26
Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,33
Private,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,45,United-States,24
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,42,China,43
State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,England,52
Private,7th-8th,4,Divorced,Other-service,Unmarried,0,0,40,United-States,61
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,35
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,35
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,15024,0,55,United-States,45
Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,43
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,51
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,35
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,45,Germany,47
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,22
Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,49
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,20,United-States,20
Private,10th,6,Divorced,Other-service,Not-in-family,0,0,40,United-States,19
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,United-States,27
Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,0,0,45,United-States,42
Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,0,0,35,United-States,23
Private,Some-college,10,Never-married,Tech-support,Not-in-family,0,0,10,United-States,20
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,47
Private,12th,8,Never-married,Other-service,Own-child,0,0,18,United-States,17
Private,Some-college,10,Divorced,Sales,Unmarried,0,0,40,United-States,39
Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,25
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,0,0,43,United-States,31
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,0,0,20,Haiti,44
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,53
Private,Some-college,10,Separated,Craft-repair,Not-in-family,0,0,45,United-States,34
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,45
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,45,United-States,34
Private,Masters,14,Married-civ-spouse,Sales,Husband,0,0,40,United-States,35
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,48,United-States,36
Private,Some-college,10,Widowed,Other-service,Unmarried,0,0,45,United-States,45
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,37
Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,53
Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,15024,0,50,United-States,35
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,65
Self-emp-not-inc,10th,6,Divorced,Farming-fishing,Unmarried,0,0,70,United-States,49
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,24
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,54
Private,10th,6,Never-married,Sales,Own-child,0,0,12,United-States,17
Private,12th,8,Never-married,Other-service,Own-child,0,0,16,United-States,19
Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,0,0,40,United-States,60
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,35,United-States,46
Private,Some-college,10,Never-married,Exec-managerial,Own-child,0,0,40,United-States,26
Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,0,0,38,Cuba,58
Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,0,0,55,United-States,37
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,38,United-States,41
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,30
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,30,United-States,19
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,60,Greece,48
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,24,United-States,22
Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,0,0,40,Guatemala,25
Private,10th,6,Never-married,Other-service,Own-child,0,0,6,United-States,18
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,21
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,47
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,36,United-States,33
Private,HS-grad,9,Divorced,Craft-repair,Own-child,2174,0,40,United-States,39
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,8,United-States,67
Private,Some-college,10,Never-married,Other-service,Own-child,0,1602,24,United-States,19
Private,10th,6,Never-married,Other-service,Own-child,0,0,11,United-States,18
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,36
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,25,United-States,23
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,73
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,5013,0,40,United-States,35
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,31
Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,20
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,20
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Mexico,27
Self-emp-inc,10th,6,Married-civ-spouse,Sales,Husband,0,0,30,United-States,66
Private,Masters,14,Married-civ-spouse,Sales,Husband,0,0,50,United-States,66
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,35,United-States,64
Private,Some-college,10,Divorced,Transport-moving,Not-in-family,3325,0,53,United-States,48
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,24
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,51
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,25
Private,11th,7,Separated,Sales,Own-child,0,0,20,United-States,33
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,50
Private,7th-8th,4,Married-spouse-absent,Craft-repair,Not-in-family,0,0,50,Dominican-Republic,51
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,38,United-States,34
Local-gov,7th-8th,4,Never-married,Other-service,Unmarried,0,0,40,United-States,41
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,30
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,2907,0,40,United-States,59
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,3103,0,40,United-States,41
Self-emp-not-inc,Masters,14,Never-married,Sales,Not-in-family,10520,0,45,United-States,36
Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,0,0,85,Mexico,37
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,30,United-States,28
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,19
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,45,United-States,28
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,62
Private,Masters,14,Married-civ-spouse,Sales,Husband,15024,0,45,United-States,36
Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,0,0,40,Greece,58
Self-emp-inc,HS-grad,9,Divorced,Sales,Unmarried,1151,0,50,United-States,42
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,43
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,29
State-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,32
Local-gov,9th,5,Never-married,Adm-clerical,Other-relative,0,0,40,United-States,64
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,20,United-States,39
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,20,United-States,26
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,30,United-States,19
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,45,United-States,21
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,32
Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,5013,0,45,United-States,30
Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,0,0,50,United-States,26
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,15,United-States,20
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,0,30,United-States,19
Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,0,0,42,United-States,33
Private,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,0,0,40,El-Salvador,23
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,29
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40,United-States,42
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,50,United-States,30
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,0,0,20,United-States,63
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,34
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,24,United-States,60
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,50,United-States,48
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,25
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,0,0,40,United-States,27
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,27828,0,55,United-States,55
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,0,40,United-States,32
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,25,Greece,22
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,25
Private,11th,7,Never-married,Other-service,Own-child,0,0,16,United-States,18
Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,0,44,United-States,24
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,29
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,39
Self-emp-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,33
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,57
Private,10th,6,Separated,Other-service,Unmarried,0,0,40,United-States,22
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,33
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,42
Private,Bachelors,13,Separated,Prof-specialty,Unmarried,0,0,45,United-States,43
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,38,United-States,57
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,4650,0,40,United-States,42
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,1719,30,United-States,22
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,42
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,55,United-States,39
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,0,0,32,United-States,41
Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,20
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,47
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,44
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,29
Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,14084,0,16,United-States,52
Private,Some-college,10,Widowed,Sales,Not-in-family,0,0,35,United-States,71
Private,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,55,United-States,52
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,36
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,0,0,48,United-States,53
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,30,United-States,37
Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,26
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,55,United-States,34
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,35
Private,9th,5,Never-married,Sales,Own-child,0,0,40,United-States,20
Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,1740,40,United-States,34
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,56
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,36,United-States,39
Private,Some-college,10,Never-married,Tech-support,Own-child,0,0,20,United-States,24
Private,11th,7,Divorced,Sales,Unmarried,0,0,35,United-States,24
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,50,United-States,23
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,45,United-States,27
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,40,United-States,25
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,29
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,0,0,37,United-States,42
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,51
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,1740,40,United-States,31
Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Mexico,59
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,29
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,20,United-States,18
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,0,0,36,United-States,24
State-gov,Some-college,10,Separated,Exec-managerial,Own-child,0,0,40,United-States,38
Self-emp-not-inc,HS-grad,9,Separated,Exec-managerial,Not-in-family,0,0,50,United-States,34
