code_module,code_presentation,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,gender
BBB,2014B,South Region,Lower Than A Level,80-90%,0-35,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,F
BBB,2014B,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,F
BBB,2014B,London Region,Lower Than A Level,10-20,35-55,1,180,N,M
BBB,2014B,South Region,Lower Than A Level,80-90%,0-35,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,40-50%,35-55,0,60,N,M
BBB,2014B,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,10-20,0-35,0,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,Scotland,HE Qualification,40-50%,35-55,0,60,N,F
BBB,2014B,Ireland,Lower Than A Level,70-80%,0-35,1,180,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,F
BBB,2014B,Scotland,A Level or Equivalent,0-10%,35-55,0,60,Y,F
BBB,2014B,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,F
BBB,2014B,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,F
BBB,2014B,Ireland,Lower Than A Level,10-20,0-35,1,180,N,F
BBB,2014B,South East Region,Lower Than A Level,70-80%,35-55,1,180,N,F
BBB,2014B,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,Y,F
BBB,2014B,London Region,HE Qualification,10-20,0-35,0,120,N,M
BBB,2014B,Scotland,HE Qualification,80-90%,0-35,0,120,N,F
BBB,2014B,South East Region,HE Qualification,20-30%,0-35,1,180,N,M
BBB,2014B,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,210,N,F
BBB,2014B,London Region,Lower Than A Level,10-20,0-35,0,240,Y,F
BBB,2014B,Yorkshire Region,Lower Than A Level,0-10%,35-55,1,180,Y,M
BBB,2014B,London Region,HE Qualification,20-30%,35-55,0,120,N,F
BBB,2014B,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,F
BBB,2014B,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,70-80%,35-55,1,120,N,F
BBB,2014B,South Region,A Level or Equivalent,20-30%,0-35,1,180,N,F
BBB,2014B,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,F
BBB,2014B,South East Region,Lower Than A Level,20-30%,35-55,0,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,F
BBB,2014B,London Region,Lower Than A Level,0-10%,35-55,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,F
BBB,2014B,London Region,Lower Than A Level,20-30%,0-35,0,150,N,F
BBB,2014B,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,0-35,1,150,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,F
BBB,2014B,Scotland,A Level or Equivalent,0-10%,35-55,0,120,Y,F
BBB,2014B,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,F
BBB,2014B,South East Region,Lower Than A Level,80-90%,0-35,1,120,N,F
BBB,2014B,London Region,Lower Than A Level,30-40%,0-35,0,120,N,F
BBB,2014B,South West Region,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,North Western Region,No Formal quals,0-10%,0-35,0,60,N,F
BBB,2014B,South Region,Lower Than A Level,60-70%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,HE Qualification,10-20,0-35,1,150,N,F
BBB,2014B,North Western Region,Lower Than A Level,20-30%,35-55,1,120,N,F
BBB,2014B,South East Region,Lower Than A Level,60-70%,35-55,1,120,N,F
BBB,2014B,South Region,HE Qualification,90-100%,0-35,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,0-10%,0-35,1,120,N,F
BBB,2014B,South West Region,HE Qualification,30-40%,0-35,0,120,N,F
BBB,2014B,North Region,Lower Than A Level,30-40%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,F
BBB,2014B,Wales,Lower Than A Level,50-60%,0-35,1,120,N,F
BBB,2014B,Scotland,Lower Than A Level,10-20,0-35,1,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,60-70%,0-35,0,180,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,M
BBB,2014B,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,F
BBB,2014B,South West Region,Lower Than A Level,90-100%,0-35,0,180,N,F
BBB,2014B,South West Region,Lower Than A Level,70-80%,0-35,1,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,Y,F
BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,F
BBB,2014B,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,London Region,No Formal quals,10-20,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,35-55,1,180,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,10-20,0-35,1,120,N,F
BBB,2014B,North Western Region,HE Qualification,0-10%,0-35,0,120,N,M
BBB,2014B,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,F
BBB,2014B,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,F
BBB,2014B,Wales,Lower Than A Level,80-90%,35-55,0,60,N,F
BBB,2014B,South Region,Lower Than A Level,40-50%,0-35,1,120,Y,F
BBB,2014B,London Region,A Level or Equivalent,30-40%,0-35,0,270,N,F
BBB,2014B,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,0-10%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,F
BBB,2014B,South Region,Lower Than A Level,50-60%,0-35,0,120,N,F
BBB,2014B,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,F
BBB,2014B,South East Region,Lower Than A Level,80-90%,35-55,0,120,N,F
BBB,2014B,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,F
BBB,2014B,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,F
BBB,2014B,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,40-50%,0-35,1,120,N,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,F
BBB,2014B,Wales,Lower Than A Level,20-30%,0-35,0,240,Y,F
BBB,2014B,Scotland,HE Qualification,50-60%,35-55,1,120,Y,F
BBB,2014B,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,F
BBB,2014B,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,F
BBB,2014B,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,F
BBB,2014B,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,F
BBB,2014B,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,F
BBB,2014B,South West Region,No Formal quals,30-40%,0-35,0,120,N,F
BBB,2014B,South Region,HE Qualification,30-40%,0-35,0,60,N,M
BBB,2014B,Wales,Lower Than A Level,0-10%,35-55,1,120,N,F
BBB,2014B,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,F
BBB,2014B,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,F
BBB,2014B,North Region,A Level or Equivalent,10-20,0-35,0,120,N,F
BBB,2014B,Wales,Lower Than A Level,40-50%,0-35,1,120,N,F
BBB,2014B,North Region,Lower Than A Level,30-40%,35-55,0,60,N,F
BBB,2014B,South East Region,A Level or Equivalent,80-90%,35-55,0,120,N,F
BBB,2014B,South Region,Lower Than A Level,80-90%,0-35,0,120,N,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,240,N,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,F
BBB,2014B,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,20-30%,35-55,1,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,80-90%,0-35,1,180,N,F
BBB,2014B,North Region,HE Qualification,80-90%,0-35,0,70,N,M
BBB,2014B,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,180,N,F
BBB,2014B,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,40-50%,0-35,0,120,Y,F
BBB,2014B,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,F
BBB,2014B,Wales,Lower Than A Level,20-30%,35-55,0,75,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,10-20,0-35,0,180,N,F
BBB,2014B,North Region,Lower Than A Level,0-10%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,150,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,10-20,0-35,0,180,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,F
BBB,2014B,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,M
BBB,2014B,South Region,Lower Than A Level,30-40%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,M
BBB,2014B,Scotland,HE Qualification,0-10%,0-35,0,60,N,F
BBB,2014B,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,F
BBB,2014B,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,M
BBB,2014B,North Western Region,HE Qualification,60-70%,35-55,0,60,N,F
BBB,2014B,Scotland,Lower Than A Level,70-80%,35-55,1,120,N,F
BBB,2014B,Scotland,A Level or Equivalent,70-80%,0-35,1,120,N,F
BBB,2014B,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,F
BBB,2014B,South West Region,HE Qualification,70-80%,35-55,0,180,N,F
BBB,2014B,Scotland,HE Qualification,20-30%,0-35,0,120,N,F
BBB,2014B,London Region,Lower Than A Level,30-40%,0-35,1,120,N,F
BBB,2014B,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,F
BBB,2014B,South Region,Lower Than A Level,60-70%,0-35,0,150,Y,F
BBB,2014B,East Midlands Region,A Level or Equivalent,80-90%,35-55,1,180,N,F
BBB,2014B,South East Region,Lower Than A Level,10-20,0-35,0,120,N,F
BBB,2014B,North Western Region,Lower Than A Level,40-50%,0-35,1,180,N,F
BBB,2014B,Wales,HE Qualification,80-90%,0-35,0,60,N,M
BBB,2014B,East Midlands Region,Lower Than A Level,30-40%,35-55,1,120,N,F
BBB,2014B,South West Region,Lower Than A Level,40-50%,35-55,0,120,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,F
BBB,2014B,Wales,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,Scotland,Lower Than A Level,30-40%,0-35,1,120,Y,F
BBB,2014B,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,50-60%,0-35,0,60,N,F
BBB,2014B,South Region,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,F
BBB,2014B,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,F
BBB,2014B,South Region,Lower Than A Level,50-60%,0-35,0,120,N,F
BBB,2014B,South Region,Lower Than A Level,40-50%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,F
BBB,2014B,Ireland,Lower Than A Level,70-80%,35-55,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,F
BBB,2014B,Ireland,A Level or Equivalent,10-20,35-55,1,120,N,F
BBB,2014B,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,F
BBB,2014B,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,F
BBB,2014B,Scotland,HE Qualification,40-50%,0-35,1,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,F
BBB,2014B,Ireland,A Level or Equivalent,50-60%,0-35,0,120,N,F
BBB,2014B,Wales,Lower Than A Level,30-40%,0-35,1,120,N,F
BBB,2014B,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,Scotland,HE Qualification,60-70%,35-55,0,75,Y,F
BBB,2014B,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,Y,F
BBB,2014B,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,M
BBB,2014B,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,F
BBB,2014B,Yorkshire Region,HE Qualification,80-90%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,F
BBB,2014B,South East Region,A Level or Equivalent,10-20,0-35,1,120,N,F
BBB,2014B,London Region,Lower Than A Level,20-30%,35-55,0,180,Y,F
BBB,2014B,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,F
BBB,2014B,Scotland,HE Qualification,50-60%,0-35,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,20-30%,0-35,1,180,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,F
BBB,2014B,North Region,HE Qualification,30-40%,0-35,0,120,N,F
BBB,2014B,London Region,A Level or Equivalent,10-20,0-35,1,120,N,F
BBB,2014B,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,F
BBB,2014B,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,F
BBB,2014B,South West Region,HE Qualification,70-80%,35-55,0,180,N,M
BBB,2014B,North Region,Lower Than A Level,20-30%,0-35,0,120,N,F
BBB,2014B,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,F
BBB,2014B,North Western Region,HE Qualification,10-20,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,120,N,F
BBB,2014B,Wales,Lower Than A Level,10-20,0-35,0,120,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,F
BBB,2014B,Wales,Lower Than A Level,20-30%,35-55,0,60,N,F
BBB,2014B,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,Y,F
BBB,2014B,South East Region,HE Qualification,60-70%,35-55,1,120,N,F
BBB,2014B,Wales,A Level or Equivalent,40-50%,35-55,1,120,N,F
BBB,2014B,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,M
BBB,2014B,London Region,HE Qualification,20-30%,0-35,0,90,N,F
BBB,2014B,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,F
BBB,2014B,London Region,Lower Than A Level,20-30%,35-55,0,120,N,M
BBB,2014B,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,M
BBB,2014B,Scotland,HE Qualification,50-60%,0-35,0,60,N,F
BBB,2014B,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,F
BBB,2014B,Scotland,A Level or Equivalent,20-30%,35-55,0,75,N,F
BBB,2014B,North Western Region,HE Qualification,50-60%,35-55,0,60,N,F
BBB,2014B,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,F
BBB,2014B,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,F
BBB,2014B,Ireland,A Level or Equivalent,40-50%,0-35,1,120,N,M
BBB,2014B,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,F
BBB,2014B,Ireland,A Level or Equivalent,0-10%,0-35,1,120,Y,F
BBB,2014B,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,M
BBB,2014B,Wales,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,F
BBB,2014B,London Region,HE Qualification,20-30%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,F
BBB,2014B,Yorkshire Region,HE Qualification,30-40%,0-35,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,0-10%,0-35,0,75,Y,F
BBB,2014B,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,F
BBB,2014B,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,Wales,HE Qualification,70-80%,35-55,0,120,N,F
BBB,2014B,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,80-90%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,F
BBB,2014B,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,F
BBB,2014B,East Anglian Region,HE Qualification,30-40%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,F
BBB,2014B,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,F
BBB,2014B,North Region,Lower Than A Level,60-70%,35-55,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,F
BBB,2014B,South Region,Lower Than A Level,0-10%,0-35,0,60,N,M
BBB,2014B,East Anglian Region,HE Qualification,30-40%,0-35,0,120,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,M
BBB,2014B,London Region,HE Qualification,0-10%,35-55,0,60,N,M
BBB,2014B,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,60-70%,35-55,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,M
BBB,2014B,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,M
BBB,2014B,South Region,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,F
BBB,2014B,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,M
BBB,2014B,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,M
BBB,2014B,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,F
BBB,2014B,London Region,A Level or Equivalent,10-20,0-35,0,60,Y,F
BBB,2014B,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,F
BBB,2014B,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,F
BBB,2014B,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,F
BBB,2014B,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,F
BBB,2014B,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,F
BBB,2014B,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,F
BBB,2014B,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,F
BBB,2014B,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,F
BBB,2014B,Wales,Lower Than A Level,0-10%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,F
BBB,2014B,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,F
BBB,2014B,North Western Region,HE Qualification,0-10%,0-35,0,60,N,F
BBB,2014B,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,F
BBB,2014B,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,F
BBB,2014B,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,F
BBB,2014B,South Region,Lower Than A Level,10-20,0-35,0,120,N,F
BBB,2014B,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,F
BBB,2014B,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,30-40%,0-35,0,60,N,F
BBB,2014B,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,F
BBB,2014B,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,M
BBB,2014B,Scotland,HE Qualification,60-70%,35-55,0,60,N,F
BBB,2014B,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,F
BBB,2014B,North Western Region,Lower Than A Level,90-100%,0-35,0,120,N,F
BBB,2014B,Wales,Lower Than A Level,20-30%,0-35,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,60-70%,0-35,0,60,N,F
BBB,2014B,London Region,Lower Than A Level,50-60%,0-35,0,60,N,F
BBB,2014B,North Region,Lower Than A Level,10-20,35-55,0,60,N,F
BBB,2014B,London Region,A Level or Equivalent,10-20,0-35,0,60,Y,F
BBB,2014B,South Region,Lower Than A Level,70-80%,0-35,0,60,N,F
BBB,2014B,Wales,Lower Than A Level,10-20,0-35,0,60,N,F
BBB,2014B,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,F
BBB,2014B,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,F
BBB,2014B,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,F
BBB,2014B,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,F
