code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction
BBB,2014B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Fail
BBB,2014B,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
BBB,2014B,F,Wales,No Formal quals,30-40%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail
BBB,2014B,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
BBB,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Distinction
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass
BBB,2014B,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
BBB,2014B,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
BBB,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
BBB,2014B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2014B,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
BBB,2014B,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Pass
BBB,2014B,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
BBB,2014B,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
BBB,2014B,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
BBB,2014B,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
BBB,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
BBB,2014B,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
BBB,2014B,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
BBB,2014B,F,East Midlands Region,No Formal quals,20-30%,0-35,0,60,N,Pass
BBB,2014B,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
BBB,2014B,F,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
BBB,2014B,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
BBB,2014B,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
BBB,2014B,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass
BBB,2014B,F,South East Region,HE Qualification,10-20,0-35,0,120,N,Pass
BBB,2014B,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Fail
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
BBB,2014B,F,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
BBB,2014B,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
BBB,2014B,F,Wales,HE Qualification,30-40%,35-55,0,120,N,Distinction
BBB,2014B,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
BBB,2014B,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction
BBB,2014B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2014B,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,F,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
BBB,2014B,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
BBB,2014B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
BBB,2014B,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
BBB,2014B,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass
BBB,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
BBB,2014B,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
BBB,2014B,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
BBB,2014B,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
BBB,2014B,M,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass
BBB,2014B,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
BBB,2014B,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
BBB,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
BBB,2014B,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
BBB,2014B,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
BBB,2014B,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,M,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
BBB,2014B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2014B,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
BBB,2014B,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
BBB,2014B,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail
BBB,2014B,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail
BBB,2014B,F,Scotland,Lower Than A Level,40-50%,35-55,0,120,N,Pass
BBB,2014B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
BBB,2014B,F,South East Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
BBB,2014B,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail
BBB,2014B,F,West Midlands Region,HE Qualification,0-10%,35-55,0,60,N,Pass
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
BBB,2014B,M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
BBB,2014B,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
BBB,2014B,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2014B,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,F,Yorkshire Region,HE Qualification,10-20,0-35,0,60,N,Fail
BBB,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
BBB,2014B,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
BBB,2014B,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
BBB,2014B,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
BBB,2014B,F,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
BBB,2014B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
BBB,2014B,M,West Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Distinction
BBB,2014B,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass
BBB,2014B,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
BBB,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2014B,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
BBB,2014B,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
BBB,2014B,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
BBB,2014B,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass
BBB,2014B,M,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction
BBB,2014B,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
BBB,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
BBB,2014B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
BBB,2014B,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Distinction
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
BBB,2014B,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass
BBB,2014B,F,Wales,HE Qualification,10-20,0-35,0,60,N,Pass
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014B,M,West Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Distinction
BBB,2014B,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
BBB,2014B,F,East Midlands Region,HE Qualification,80-90%,35-55,0,120,N,Pass
BBB,2014B,F,Wales,HE Qualification,30-40%,0-35,0,120,N,Distinction
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
BBB,2014B,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014B,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
BBB,2014B,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail
BBB,2014B,M,Wales,HE Qualification,30-40%,0-35,0,60,N,Pass
BBB,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
BBB,2014B,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,M,North Western Region,HE Qualification,70-80%,0-35,0,120,N,Fail
BBB,2014B,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,Y,Distinction
BBB,2014B,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass
BBB,2014B,M,Wales,No Formal quals,10-20,0-35,0,60,N,Pass
BBB,2014B,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
BBB,2014B,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Fail
BBB,2014B,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Fail
BBB,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,F,Scotland,HE Qualification,70-80%,35-55,0,120,N,Distinction
BBB,2014B,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Distinction
BBB,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,60,Y,Distinction
BBB,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
BBB,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,2,60,N,Fail
BBB,2014B,F,South East Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
BBB,2014B,M,South East Region,A Level or Equivalent,50-60%,35-55,0,90,Y,Fail
BBB,2014B,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction
BBB,2014B,F,London Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn
BBB,2014B,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Fail
BBB,2014B,F,Scotland,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn
BBB,2014B,F,North Western Region,Lower Than A Level,70-80%,35-55,1,120,N,Withdrawn
BBB,2014B,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail
BBB,2014B,F,South Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass
BBB,2014B,F,South West Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
BBB,2014B,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail
BBB,2014B,F,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
BBB,2014B,F,North Western Region,Lower Than A Level,70-80%,35-55,2,120,N,Fail
BBB,2014B,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,Y,Pass
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,Pass
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,1,120,N,Pass
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,35-55,1,120,N,Pass
BBB,2014B,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Fail
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,60,Y,Fail
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,Y,Pass
BBB,2014B,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Fail
BBB,2014B,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
BBB,2014B,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,N,Distinction
BBB,2014B,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Distinction
BBB,2014B,F,North Region,HE Qualification,80-90%,35-55,0,60,N,Distinction
BBB,2014B,F,South West Region,HE Qualification,60-70%,35-55,2,60,N,Withdrawn
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail
BBB,2014B,F,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass
BBB,2014B,F,South East Region,HE Qualification,80-90%,35-55,0,60,N,Distinction
BBB,2014B,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Fail
BBB,2014B,F,London Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
BBB,2014B,F,Scotland,Lower Than A Level,10-20,35-55,1,60,N,Fail
BBB,2014B,M,South Region,A Level or Equivalent,90-100%,35-55,1,120,N,Distinction
BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,M,South East Region,Lower Than A Level,80-90%,35-55,2,120,N,Withdrawn
BBB,2014B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
BBB,2014B,F,Wales,HE Qualification,60-70%,35-55,1,60,N,Pass
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,35-55,2,120,N,Pass
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Pass
BBB,2014B,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Fail
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass
BBB,2014B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
BBB,2014B,F,South Region,Lower Than A Level,40-50%,0-35,0,120,Y,Pass
BBB,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
BBB,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
BBB,2014B,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Distinction
BBB,2014B,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,5,60,Y,Withdrawn
BBB,2014B,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Distinction
BBB,2014B,F,Wales,HE Qualification,10-20,35-55,0,150,N,Fail
BBB,2014B,F,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn
BBB,2014B,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
BBB,2014B,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Withdrawn
BBB,2014B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
BBB,2014B,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,2,180,Y,Fail
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn
BBB,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
BBB,2014B,F,South West Region,Lower Than A Level,70-80%,35-55,2,180,N,Withdrawn
BBB,2014B,F,Scotland,A Level or Equivalent,0-10%,35-55,0,300,Y,Fail
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
BBB,2014B,F,Wales,No Formal quals,0-10%,35-55,0,60,N,Pass
BBB,2014B,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
BBB,2014B,F,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
BBB,2014B,F,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
BBB,2014B,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
BBB,2014B,F,London Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass
BBB,2014B,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,90,N,Withdrawn
BBB,2014B,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
BBB,2014B,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Pass
BBB,2014B,F,West Midlands Region,Lower Than A Level,60-70%,35-55,4,120,N,Withdrawn
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,2,60,Y,Withdrawn
BBB,2014B,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
BBB,2014B,F,Ireland,Lower Than A Level,0-10%,0-35,2,120,Y,Fail
BBB,2014B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail
BBB,2014B,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn
BBB,2014B,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
BBB,2014B,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
BBB,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
BBB,2014B,F,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn
BBB,2014B,F,North Western Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn
BBB,2014B,F,Wales,HE Qualification,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,Y,Pass
BBB,2014B,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
BBB,2014B,F,Ireland,Lower Than A Level,80-90%,0-35,1,120,N,Pass
BBB,2014B,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
BBB,2014B,F,London Region,HE Qualification,0-10%,0-35,1,240,N,Withdrawn
BBB,2014B,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn
BBB,2014B,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
BBB,2014B,F,North Western Region,Lower Than A Level,20-30%,35-55,0,150,N,Pass
BBB,2014B,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
BBB,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
BBB,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
BBB,2014B,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
BBB,2014B,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
BBB,2014B,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction
BBB,2014B,F,Wales,Lower Than A Level,0-10%,35-55,3,60,Y,Pass
BBB,2014B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
BBB,2014B,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
BBB,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
BBB,2014B,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2014B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
BBB,2014B,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Pass
BBB,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
